company_name,company_id,locations,industries,size,description,tags,twitter,company_page,job_page,logo_link
Praesum Healthcare,15000468,"Alpharetta, GA;Cherry Hill, NJ;Clark, NJ;Duluth, GA;Fair Lawn, NJ;Fairfax, VA;Fort Lauderdale, FL;Freehold, NJ;Lake Worth, FL;Long Island, NY;Middlesex, NJ;Millbury, MA;Monmouth Junction, NJ;Orlando, FL;Robbinsville, NJ;Roswell, GA;Roxbury, NJ;Stirling, NJ;Toms River, NJ;West Caldwell, NJ;Yorktown, NY",Healthcare,"{'name': 'Large Size', 'short_name': 'large'}","Praesum Healthcare was founded in 2004 with a simple idea: Every patient should have a chance to overcome substance addiction through quality treatment centers and behavioral health services. We saw a growing demand for compassionate, evidence-based treatments and developed our services from the ground up to address the needs of our communities. By treating the whole patient and not just the symptoms, we regularly update our offerings so that our addiction and behavioral care can make a lasting impact. Then, we centralized routine administrative tasks so that our clinicians can focus on what’s most important -- the health and recovery of our patients. We operate more than thirty of the top behavioral health centers in the Eastern US.",,,https://www.themuse.com/companies/praesumhealthcare,https://www.themuse.com/search/jobs/c-praesumhealthcare,https://assets.themuse.com/uploaded/companies/15000468/small_logo.png
GitLab,15000088,"San Francisco, CA",Software;Technology,"{'name': 'Large Size', 'short_name': 'large'}","GitLab is one of the world’s largest all-remote companies. Our DevOps platform powers 100,000+ organizations.",,,https://www.themuse.com/companies/gitlab,https://www.themuse.com/search/jobs/c-gitlab,https://assets.themuse.com/uploaded/companies/15000088/small_logo.png?v=15965cd76a499729c71f82b70c891e57262b38c6ca6e2fbde388c3b0a96df087
The Hartford,15000168,"Hartford, CT",Financial Services;Insurance,"{'name': 'Large Size', 'short_name': 'large'}","For more than 211 years, The Hartford has provided people and businesses with the support and protection they need to pursue their unique ambitions, seize opportunity and prevail through unexpected challenges. We view underwriting human achievement to be at the heart of what we do, aiming to build resilience in our communities, empower personal and business success for our customers and create a culture where our employees can thrive.",,,https://www.themuse.com/companies/thehartford,https://www.themuse.com/search/jobs/c-thehartford,https://assets.themuse.com/uploaded/companies/15000168/small_logo.png
Aarons,15000548,,,"{'name': 'Large Size', 'short_name': 'large'}",,,,https://www.themuse.com/companies/aarons,https://www.themuse.com/search/jobs/c-aarons,https://assets.themuse.com/uploaded/companies/15000548/small_logo.png
ReachMobi Inc,12095,"Bonita Springs, FL;Philadelphia, PA",Technology,"{'name': 'Small Size', 'short_name': 'small'}",ReachMobi builds apps that deliver amazing personalization and impressive productivity,,,https://www.themuse.com/companies/reachmobiinc,https://www.themuse.com/search/jobs/c-reachmobiinc,https://assets.themuse.com/uploaded/companies/12095/small_logo.png?v=0b28fde917b48ec077a9034ebd56b97336262229bc9d4f5b26e1c8c81b74788e
Pfizer,12364,"New York, NY",Biotechnology;Manufacturing,"{'name': 'Small Size', 'short_name': 'small'}",TBD,,,https://www.themuse.com/companies/pfizer,https://www.themuse.com/search/jobs/c-pfizer,https://assets.themuse.com/uploaded/companies/12364/small_logo.png?v=445d9aecc1b1bdafc328f9616c1805d993ea8f0794aff813847cd5911ac1bacc
NTT DATA Services,12137,"Plano, TX",Client Services;Consulting;Technology,"{'name': 'Large Size', 'short_name': 'large'}","NTT DATA Services is a top 10 global IT services provider with 130,000+ employees in more than 50 countries.",,,https://www.themuse.com/companies/nttdataservices,https://www.themuse.com/search/jobs/c-nttdataservices,https://assets.themuse.com/uploaded/companies/12137/small_logo.png?v=45015eb3e0e6abc707291573ae387d9b2d4d110ff9062004b790b212416c1b13
PJM,15000246,"King of Prussia, PA",Technology,"{'name': 'Large Size', 'short_name': 'large'}",,,,https://www.themuse.com/companies/pjm,https://www.themuse.com/search/jobs/c-pjm,https://assets.themuse.com/uploaded/companies/15000246/small_logo.png
Lenovo,15000544,"Beijing, China",Information Technology,"{'name': 'Large Size', 'short_name': 'large'}",,,,https://www.themuse.com/companies/lenovo,https://www.themuse.com/search/jobs/c-lenovo,https://assets.themuse.com/uploaded/companies/15000544/small_logo.png
Kustomer,12311,"New York, NY",Client Services;Technology,"{'name': 'Small Size', 'short_name': 'small'}",TBD,,,https://www.themuse.com/companies/kustomer,https://www.themuse.com/search/jobs/c-kustomer,https://assets.themuse.com/uploaded/companies/12311/small_logo.png?v=d815152d4c3b1e31ac87dca60e073195072ef2aa9fdfa6c0998033ee4cd17632
Kraft Heinz,12312,"Mendota, MN",Food & Beverage,"{'name': 'Small Size', 'short_name': 'small'}",TBD,,,https://www.themuse.com/companies/kraftheinz,https://www.themuse.com/search/jobs/c-kraftheinz,https://assets.themuse.com/uploaded/companies/12312/small_logo.png?v=a9a66431a3b3fed4cb6895fcbc3693b0a235f19913d9b5b3c210f31c4c8f289f
Eaton,15000183,"Dublin, Ireland",Energy;Engineering;Manufacturing,"{'name': 'Large Size', 'short_name': 'large'}","Today, the world runs on critical infrastructure and technology. Planes. Hospitals. Factories. Data centers. Vehicles. The electrical grid. These are things people depend on every day. And the companies behind them depend on us to help solve some of the toughest power management challenges on the planet. At Eaton, we’re dedicated to improving people’s lives and the environment with power management technologies that are more reliable, efficient, safe and sustainable. Making it work takes the passion and creativity of every employee around the world. Discover the career opportunities waiting for you.",,,https://www.themuse.com/companies/eaton,https://www.themuse.com/search/jobs/c-eaton,https://assets.themuse.com/uploaded/companies/15000183/small_logo.png
LVMH,12357,"Paris, France",Consumer Goods & Services,"{'name': 'Small Size', 'short_name': 'small'}",TBD,,,https://www.themuse.com/companies/lvmh,https://www.themuse.com/search/jobs/c-lvmh,https://assets.themuse.com/uploaded/companies/12357/small_logo.png?v=a4e082522fa8f4608d8252971d4da25525a604d2648931a55e9a3cc7b6a8bc84
West Monroe,15000212,"Chicago, IL;Dallas, TX;London, United Kingdom;Los Angeles, CA;Minneapolis, MN;New York, NY;San Francisco, CA;San José, Costa Rica;Seattle, WA;Washington, DC",Consulting;Technology,"{'name': 'Large Size', 'short_name': 'large'}","West Monroe is a digital services firm that was born in technology but built for business—partnering with companies in transformative industries to deliver quantifiable financial value. 

We believe that digital is a mindset—not a project, a team, or a destination—and it’s something companies become, not something they do. That’s why we work in diverse, multidisciplinary teams that blend management consulting, digital design, and product engineering to move companies from traditional ways of working to digital operating models—and create experiences that transcend the digital and physical worlds. Connected by the 13 founding values that drive our culture, our 2,000 employees work collaboratively across the firm with the belief that your suc",,,https://www.themuse.com/companies/westmonroe,https://www.themuse.com/search/jobs/c-westmonroe,https://assets.themuse.com/uploaded/companies/15000212/small_logo.png
Aircall,12234,"New York, NY",Technology,"{'name': 'Large Size', 'short_name': 'large'}",Aircall’s vision is to make phone support as easy to manage as any other business workflow.,,,https://www.themuse.com/companies/aircall,https://www.themuse.com/search/jobs/c-aircall,https://assets.themuse.com/uploaded/companies/12234/small_logo.png?v=09f013a94cad2962ca2a451bc991bb7136108c01f881f9f035f9b3aafd01e17b
M2 Technologies,12112,"Berlin, CT;Boston, MA;Nashua, NH;Philadelphia, PA;Washington, DC",Consulting;Manufacturing;Technology,"{'name': 'Small Size', 'short_name': 'small'}","We’re a consulting firm focused on productivity, improving process efficiency, and reducing manufacturing costs.",,,https://www.themuse.com/companies/m2technologies,https://www.themuse.com/search/jobs/c-m2technologies,https://assets.themuse.com/uploaded/companies/12112/small_logo.png?v=5f7a487f3baab1fc23967942eab98b23235dcd273b9a520899f5ab996d305097
Intel,53,"Chandler, AZ;Folsom, CA;Portland, OR;Rio Rancho, NM;Santa Clara, CA",Technology,"{'name': 'Large Size', 'short_name': 'large'}",Intel is an innovative technology company that uses artificial intelligence to elevate multiple industries. ,,,https://www.themuse.com/companies/intel,https://www.themuse.com/search/jobs/c-intel,https://assets.themuse.com/uploaded/companies/53/small_logo.png?v=1dc5bf9323101d312ab0c5963057f9e367a465031b57ddb5088f1807f0b181e6
"Esusu Financial, Inc.",12117,"New York, NY",Financial Services;Technology,"{'name': 'Small Size', 'short_name': 'small'}",Esusu is a fintech platform that leverages data solutions to empower tenants and improve property performance. ,,,https://www.themuse.com/companies/esusufinancialinc,https://www.themuse.com/search/jobs/c-esusufinancialinc,https://assets.themuse.com/uploaded/companies/12117/small_logo.png?v=e1b90714d135948799a2b965820851fb39519f2b77396be33285f3d7aebf2d43
Robinhood,11964,"Charlotte, NC;Chicago, IL;Denver, CO;Lake Mary, FL;Menlo Park, CA;New York, NY;Seattle, WA;Tempe, AZ;Washington, DC;Westlake, TX",Financial Services;Technology,"{'name': 'Medium Size', 'short_name': 'medium'}",Robinhood is on a mission to democratize finance for all.,,,https://www.themuse.com/companies/robinhood,https://www.themuse.com/search/jobs/c-robinhood,https://assets.themuse.com/uploaded/companies/11964/small_logo.png?v=150e72767c5cf48382f5e2716ebc16913eed57ac57dfc10cac648ad8c221c1b7
Lockheed Martin,12128,"Bethesda, MD",Technology,"{'name': 'Large Size', 'short_name': 'large'}",Lockheed Martin is a global security and aerospace company.,,,https://www.themuse.com/companies/lockheedmartin,https://www.themuse.com/search/jobs/c-lockheedmartin,https://assets.themuse.com/uploaded/companies/12128/small_logo.png?v=004b099d61d72c9e15ca86d9136eafb31fc32aec2561266853156e8522656dc8
Discover,12009,"Chicago, IL;Farnborough, United Kingdom;Houston, TX;New Albany, OH;Newark, DE;Phoenix, AZ;Riverwoods, IL;Shanghai, China;Singapore;West Valley City, UT",Financial Services,"{'name': 'Large Size', 'short_name': 'large'}",TBD,,,https://www.themuse.com/companies/discover,https://www.themuse.com/search/jobs/c-discover,https://assets.themuse.com/uploaded/companies/12009/small_logo.png?v=d17f63f346f264ac38de9b686e6e6f1ad1f5170d75b167cca6f4caf93bfad09f
Freshworks,12316,"San Mateo, CA",Technology,"{'name': 'Small Size', 'short_name': 'small'}",TBD,,,https://www.themuse.com/companies/freshworks,https://www.themuse.com/search/jobs/c-freshworks,https://assets.themuse.com/uploaded/companies/12316/small_logo.png?v=dcc9a6b4e4a97333c9ee1d1e71d0b343b9f949ada4a7a63b515d6f88ddf82acd
World Wide Technology,15000248,"Maryland Heights, MO",Information Technology,"{'name': 'Large Size', 'short_name': 'large'}",,,,https://www.themuse.com/companies/worldwidetechnology,https://www.themuse.com/search/jobs/c-worldwidetechnology,https://assets.themuse.com/uploaded/companies/15000248/small_logo.png
Hulu,12350,"Santa Monica, CA",Entertainment & Gaming;Technology,"{'name': 'Small Size', 'short_name': 'small'}",TBD,,,https://www.themuse.com/companies/hulu,https://www.themuse.com/search/jobs/c-hulu,https://assets.themuse.com/uploaded/companies/12350/small_logo.png?v=ae86a6c1b5dc26e09a309bc3141ae6dad215a1abd466aa877341b702ff6a3824
Flatiron Health,12111,"Berlin, Germany;Durham, NC;Flexible / Remote;London, United Kingdom;New York, NY;Raleigh, NC;San Francisco, CA;Tokyo, Japan",Healthcare;Healthtech;Technology,"{'name': 'Medium Size', 'short_name': 'medium'}",Flatiron Health is a healthcare technology company focused on accelerating cancer research and improving patient care.,,,https://www.themuse.com/companies/flatironhealth,https://www.themuse.com/search/jobs/c-flatironhealth,https://assets.themuse.com/uploaded/companies/12111/small_logo.png?v=cd5ad9625b7f38bb7935172c84194cfb1aeb786cc0a1157241bd193e37afa031
Surescripts,15000254,"Arlington, VA;Flexible / Remote;Hillsboro, OR;Minneapolis, MN;Raleigh, NC",Healthcare;Healthtech;Information Technology,"{'name': 'Large Size', 'short_name': 'large'}","At Surescripts, we convene healthcare organizations nationwide to simplify how health intelligence is shared. Together, we work to deliver the right information for the right purpose at the right time, all while maintaining the highest standards for network access, security and performance. When we empower healthcare professionals with trusted insights, we increase patient safety, lower costs and ensure quality care.",,,https://www.themuse.com/companies/surescripts,https://www.themuse.com/search/jobs/c-surescripts,https://assets.themuse.com/uploaded/companies/15000254/small_logo.png
Assurance,12392,"Seattle, WA",Insurance,"{'name': 'Medium Size', 'short_name': 'medium'}","Assurance is a leading platform that connects independent insurance agents with free, qualified life insurance shoppers. ",,,https://www.themuse.com/companies/assurance,https://www.themuse.com/search/jobs/c-assurance,https://assets.themuse.com/uploaded/companies/12392/small_logo.png?v=bbce2279b0aeb5bb2f65617f857913694c50c085e75413c8307c79b54bde2cb5
Snap,12363,"Santa Monica, CA",Social Media,"{'name': 'Small Size', 'short_name': 'small'}",TBD,,,https://www.themuse.com/companies/snap,https://www.themuse.com/search/jobs/c-snap,https://assets.themuse.com/uploaded/companies/12363/small_logo.png?v=4a416cb3aa5f97d4226f12d7b3b4fa51403dce534d23baaeb461a9c535b1c6df
Thought Machine,12179,"London, United Kingdom;Melbourne, Australia;New York, NY;Singapore;Sydney, Australia",Financial Services;Information Technology;Software;Technology,"{'name': 'Large Size', 'short_name': 'large'}",Thought Machine builds cloud native technology to revolutionize core banking.,,,https://www.themuse.com/companies/thoughtmachine,https://www.themuse.com/search/jobs/c-thoughtmachine,https://assets.themuse.com/uploaded/companies/12179/small_logo.png?v=e3dce325cd3f5200f00ec73e910d62b96405ead6ab97daa30aec2e0675d1b76d
FOSSA,12054,"San Francisco, CA",Technology,"{'name': 'Small Size', 'short_name': 'small'}","At FOSSA, we create products that help teams track and automate license scanning and compliance of the open source used in their code. 
",,,https://www.themuse.com/companies/fossa,https://www.themuse.com/search/jobs/c-fossa,https://assets.themuse.com/uploaded/companies/12054/small_logo.png?v=6d8ff036bd15a9580f07578dc20fe903bc72a00c9b5fa0a7623b7f20bd1bced7
Five to Nine,12373,"Chicago, IL",Technology,"{'name': 'Small Size', 'short_name': 'small'}","Five to Nine makes it easy for people leaders to create, manage, and evaluate workplace events and programs. ",,,https://www.themuse.com/companies/fivetonine,https://www.themuse.com/search/jobs/c-fivetonine,https://assets.themuse.com/uploaded/companies/12373/small_logo.png?v=68049ddab261714a7a049a59575bb4462a5a3689b2d4c4b5f051d6f2baeee6d1
Konecranes,15000541,"Hyvinge, Finland",Manufacturing;Real Estate & Construction,"{'name': 'Large Size', 'short_name': 'large'}","Konecranes is a global leader in material handling solutions, serving a broad range of customers across multiple industries. We consistently set the industry benchmark, from everyday improvements to the breakthroughs at moments that matter most, because we know we can always find a safer, more productive and sustainable way. That’s why, with around 16,500 professionals in over 50 countries, Konecranes is trusted every day to lift, handle and move what the world needs.",,,https://www.themuse.com/companies/konecranes,https://www.themuse.com/search/jobs/c-konecranes,https://assets.themuse.com/uploaded/companies/15000541/small_logo.png
CDW,15000172,"Lincolnshire, IL",Technology,"{'name': 'Large Size', 'short_name': 'large'}","Every day we encourage our coworkers to make things happen – to do what it takes to solve our customers’ most complex IT challenges. And every day they do.

That’s why CDW is a leading multi-brand provider of information technology solutions to business, government, education and healthcare customers in the United States, the United Kingdom and Canada.",,,https://www.themuse.com/companies/cdw,https://www.themuse.com/search/jobs/c-cdw,https://assets.themuse.com/uploaded/companies/15000172/small_logo.png
WME | William Morris Endeavor,15000296,"Beverly Hills, CA;London, United Kingdom;Manhattan, NY;Nashville, TN;Sydney, Australia",Arts & Music;Entertainment & Gaming;Fashion & Beauty;Media,"{'name': 'Large Size', 'short_name': 'large'}","WME is a leading entertainment agency representing the world’s greatest artists, content creators, and talent across books, digital media, fashion, film, food, music, sports, television, and theater. Named one of Fast Company’s Most Innovative Companies, WME is a subsidiary of Endeavor, a global sports and entertainment company.

WE ARE IN THE BUSINESS OF MAKING GREAT AGENTS! ​",,,https://www.themuse.com/companies/wmewilliammorrisendeavor,https://www.themuse.com/search/jobs/c-wmewilliammorrisendeavor,https://assets.themuse.com/uploaded/companies/15000296/small_logo.png
Koalafi,15000100,"Arlington, VA;Richmond, VA",Fintech,"{'name': 'Medium Size', 'short_name': 'medium'}","Koalafi’s founders came together to solve a problem we had observed countless times. That’s why we built the first nationwide platform that makes it possible for merchants to offer all of their customers, whether they have excellent or no credit, a wide range of pay-over-time plans through a single application. We believe that financing shouldn’t be confusing or stressful, and we're proud to offer clear and straightforward terms, easy to use products, and exceptional service. More than X businesses and consumers trust Koalafi to help them create more purchasing power and thrive.",,,https://www.themuse.com/companies/koalafi,https://www.themuse.com/search/jobs/c-koalafi,https://assets.themuse.com/uploaded/companies/15000100/small_logo.png
Lighthouse Academies,12056,"Wesley Chapel, FL",Education,"{'name': 'Small Size', 'short_name': 'small'}","We are a network of public charter schools in New York, Indiana, and Arkansas, providing opportunities for children to discover, achieve, and prepare for success in college and beyond.
",,,https://www.themuse.com/companies/lighthouseacademies,https://www.themuse.com/search/jobs/c-lighthouseacademies,https://assets.themuse.com/uploaded/companies/12056/small_logo.png?v=6173335f90b8d38687ae21ea0200299e4a589ce77f43df6265722976cbe3a2b6
Boldly,15000465,"New York, NY;Towcester, United Kingdom",Client Services;Technology,"{'name': 'Medium Size', 'short_name': 'medium'}","Boldly employs a team of world-class US-based executive assistants and administrative professionals, all with at least 10 years of experience —and makes them available for business owners and executives on a fractional basis. Companies of all sizes can quickly get personally matched remote talent for the exact number of hours they need each month with the convenience of a simple monthly subscription.",,,https://www.themuse.com/companies/boldly,https://www.themuse.com/search/jobs/c-boldly,https://assets.themuse.com/uploaded/companies/15000465/small_logo.png
Pilotly,12271,"Oakland, CA",Engineering;Entertainment & Gaming;Media;Technology,"{'name': 'Small Size', 'short_name': 'small'}",Pilotly powers the creative research teams at some of the largest organizations in the world. ,,,https://www.themuse.com/companies/pilotly,https://www.themuse.com/search/jobs/c-pilotly,https://assets.themuse.com/uploaded/companies/12271/small_logo.png?v=3e73c06fc7e40d4312d2618edaf4de7413c4182b1479f9466b93ed9355de50eb
Cook Children's Health Care System,15000211,"Abilene, TX;Amarillo, TX;Austin, TX;Denton, TX;Fort Worth, TX;Frisco, TX;Houston, TX;Lubbock, TX;Midland, TX;San Antonio, TX;Whitney, TX",Healthcare;Insurance;Non-Profit,"{'name': 'Large Size', 'short_name': 'large'}","Cook Children's Health Care System is one of the country's leading integrated pediatric health care systems. Based in Fort Worth, Texas, the not-for-profit organization includes a nationally recognized medical center, physician network, surgery center, home health company, health services company, health plan and health foundation.  Cook Children's continues to grow and expand access to primary and specialty care in all communities it serves. We record approximately one million patient encounters each year through the medical center, specialty clinics, neighborhood clinics, physician offices, outpatient settings and home care.  Cook Children's continues to grow and expand access to primary and specialty care in all communities it serves.",,,https://www.themuse.com/companies/cookchildrenshealthcaresystem,https://www.themuse.com/search/jobs/c-cookchildrenshealthcaresystem,https://assets.themuse.com/uploaded/companies/15000211/small_logo.png
AbbVie,12344,"Chicago, IL",Biotechnology;Healthcare,"{'name': 'Small Size', 'short_name': 'small'}",TBD,,,https://www.themuse.com/companies/abbvie,https://www.themuse.com/search/jobs/c-abbvie,https://assets.themuse.com/uploaded/companies/12344/small_logo.png?v=8b4209115a8ede72176583f6181db38025b9c538aeed8a02a4683314ce1f27b4
Twitch,906,"San Francisco, CA",Entertainment & Gaming;Technology,"{'name': 'Medium Size', 'short_name': 'medium'}","Twitch is the world’s leading social video platform and online community for gamers, bringing live and on-demand content to developers, publishers, and media outlets around the world.",,twitch,https://www.themuse.com/companies/twitch,https://www.themuse.com/search/jobs/c-twitch,https://assets.themuse.com/uploaded/companies/906/small_logo.png?v=3a0160ad6e01421eb35eb92ae31041df3dcb624979d8798f8dd3f057e1fec612
Engine No. 1,12204,"New York, NY;San Francisco, CA",Financial Services,"{'name': 'Small Size', 'short_name': 'small'}","Engine No. 1 believes a company’s performance is greatly enhanced by the investments it makes in workers, communities, and the environment. ",,,https://www.themuse.com/companies/engineno1,https://www.themuse.com/search/jobs/c-engineno1,https://assets.themuse.com/uploaded/companies/12204/small_logo.png?v=857e855611d37962385ef308934add983352ed1e512407a746ce00469c2a7726
Wave,12079,"Austin, TX;Culver City, CA;Flexible / Remote",Arts & Music;Entertainment & Gaming;Media;Technology,"{'name': 'Small Size', 'short_name': 'small'}",Wave is on a mission to create a first-of-its-kind virtual experience for the next generation of concertgoers.,,,https://www.themuse.com/companies/wave,https://www.themuse.com/search/jobs/c-wave,https://assets.themuse.com/uploaded/companies/12079/small_logo.png?v=49e065f85cf4a0e90140651925f2046b77ea46b3dc1285263b3cf051b3d98ce0
BitGo,12110,"Austin, TX;Bangalore, India;Flexible / Remote;New York, NY;Palo Alto, CA;San Francisco, CA",Blockchain;Financial Services;Fintech;Technology,"{'name': 'Medium Size', 'short_name': 'medium'}","BitGo works with clients, partners, and regulators to deliver innovative security, custody, and liquidity solutions.",,,https://www.themuse.com/companies/bitgo,https://www.themuse.com/search/jobs/c-bitgo,https://assets.themuse.com/uploaded/companies/12110/small_logo.png?v=6b3e729f61b3e74d6b2b837784d7d5eee2d9fa766673969497a11b18b0afcb2f
Rock Content,12268,"Belo Horizonte, Brazil;Boca Raton, FL",Advertising and Agencies;Client Services;Technology,"{'name': 'Medium Size', 'short_name': 'medium'}",Rock Content helps brands drive revenue and build awareness by unleashing collaboration through technology. ,,,https://www.themuse.com/companies/rockcontent,https://www.themuse.com/search/jobs/c-rockcontent,https://assets.themuse.com/uploaded/companies/12268/small_logo.png?v=bc8e996f3715f9887a3a26fbec9cf3335e527c99d168d3a9c6ba3ebb01f707c7
Vimeo,12349,"New York, NY",Entertainment & Gaming;Technology,"{'name': 'Small Size', 'short_name': 'small'}",TBD,,,https://www.themuse.com/companies/vimeo,https://www.themuse.com/search/jobs/c-vimeo,https://assets.themuse.com/uploaded/companies/12349/small_logo.png?v=b3be4b379074e2104be2f988424587bcad7fd2615f4420131a3b3c3a5779495f
BrainPOP,11845,"New York, NY",Education;Technology,"{'name': 'Medium Size', 'short_name': 'medium'}",TBD,,,https://www.themuse.com/companies/brainpop,https://www.themuse.com/search/jobs/c-brainpop,https://assets.themuse.com/uploaded/companies/11845/small_logo.png?v=9f08c9f8b6d0bcf2ad48c1e1f951e47569dd41aa9cdd3230f37d3eaf5ee21124
Arcadia,15000037,"Boston, MA",Healthcare;Software,"{'name': 'Medium Size', 'short_name': 'medium'}",We enable organizations to advance global health outcomes by harnessing and actioning the data that drives strategic growth and financial success.,,,https://www.themuse.com/companies/arcadia,https://www.themuse.com/search/jobs/c-arcadia,https://assets.themuse.com/uploaded/companies/15000037/small_logo.png?v=0e61600cec1705f60305741eecff871680cac5735fb9214291d2ec1e4a8b41c6
Sonepar USA Inc,15000471,"Hamilton, NJ;Maitland, FL;North Charleston, SC;Philadelphia, PA",Energy,"{'name': 'Large Size', 'short_name': 'large'}","Sonepar serves customers around the world with a unique balance of global scale and local empowerment, making their lives and day-to-day operations easier. We invest in cutting-edge supply chain and digital, omni-channel technologies to deliver the highest standard of service.",,,https://www.themuse.com/companies/soneparusainc,https://www.themuse.com/search/jobs/c-soneparusainc,https://assets.themuse.com/uploaded/companies/15000471/small_logo.png
Alabama Hospice Care of Mobile,15000530,"Mobile, AL",Healthcare,"{'name': 'Medium Size', 'short_name': 'medium'}",,,,https://www.themuse.com/companies/alabamahospicecareofmobile,https://www.themuse.com/search/jobs/c-alabamahospicecareofmobile,https://assets.themuse.com/uploaded/companies/15000530/small_logo.png
Vestas,15000319,"Austin, TX;Bridger, MT;Brighton, CO;Broomfield, CO;Calgary, Canada;Calumet, OK;Chalmers, IN;Cisco, TX;Denver, CO;Eden Prairie, MN;Fort Macleod, Canada;Fort Stockton, TX;Fowler, IN;Greenfield, IA;Hanna, WY;Hermiston, OR;Ladora, IA;Lincoln, NE;Lindahl, ND;Lockwood, MO;Loveland, CO;Montezuma, IA;Phoenix, AZ;Portland, OR;Rainier, WA;Rio Vista, CA;Sheffield, IL;Topeka, KS;Watertown, SD;Westboro, MO",Energy,"{'name': 'Large Size', 'short_name': 'large'}","Vestas is the energy industry’s global partner on sustainable energy solutions. We design, manufacture, install, and service wind turbines across the globe, and with +169 GW of wind turbines in 88 countries, we have installed more wind power than anyone else.  Through our industry-leading smart data capabilities and +149 GW of wind turbines under service, we use data to interpret, forecast, and exploit wind resources and deliver best-in-class wind power solutions. Together with our customers, Vestas’ more than 29,000 employees are bringing the world sustainable energy solutions to power a bright future.",Fast Growing Companies,,https://www.themuse.com/companies/vestas,https://www.themuse.com/search/jobs/c-vestas,https://assets.themuse.com/uploaded/companies/15000319/small_logo.png
Reonomy,12028,"New York, NY",Technology,"{'name': 'Small Size', 'short_name': 'small'}",TBD,,,https://www.themuse.com/companies/reonomy,https://www.themuse.com/search/jobs/c-reonomy,https://assets.themuse.com/uploaded/companies/12028/small_logo.png?v=c999097cc7a28a6d6551c8f4ddbf3cdca3bddb24e16d726c87ca3b43cd2cf16f
Creative Office Pavilion,11989,"Boston, MA",Client Services,"{'name': 'Small Size', 'short_name': 'small'}",TBD,,,https://www.themuse.com/companies/creativeofficepavilion,https://www.themuse.com/search/jobs/c-creativeofficepavilion,https://assets.themuse.com/uploaded/companies/11989/small_logo.png?v=ac4c72271c87d98d2e1007220b736a6f9429eaaf8e439ad99b0ddb87ac071518
Aptiv,15000470,"Agoura Hills, CA;Anting, China;Bangalore, India;Boston, MA;Juarez, Mexico;Krakow, Poland;Monterrey, Mexico;Munich, Germany;Pune, India;Shanghai, China;Troy, MI;Wuppertal, Germany",Technology,"{'name': 'Large Size', 'short_name': 'large'}","Aptiv began leading the way in software and systems technologies years ago. With our rich history as a foundation, our dedicated team is uniquely capable of driving the future of mobility. 

As the only provider of an integrated vehicle brain and nervous system, Aptiv works with our customers to create software-defined vehicles and solve mobility’s toughest challenges in autonomous driving, vehicle electrification, advanced safety, and much more. We believe that mobility has the power to change the world. At Aptiv, we’re delivering the software capabilities, advanced computing platforms and networking architecture that make mobility work.",Innovative Companies,,https://www.themuse.com/companies/aptiv,https://www.themuse.com/search/jobs/c-aptiv,https://assets.themuse.com/uploaded/companies/15000470/small_logo.png
Maven Clinic,15000195,"New York, NY",Healthcare;Healthtech,"{'name': 'Large Size', 'short_name': 'large'}",,,,https://www.themuse.com/companies/mavenclinic,https://www.themuse.com/search/jobs/c-mavenclinic,https://assets.themuse.com/uploaded/companies/15000195/small_logo.png
Merrill,15000307,"Charlotte, NC",Financial Services,"{'name': 'Large Size', 'short_name': 'large'}",,,,https://www.themuse.com/companies/merrill,https://www.themuse.com/search/jobs/c-merrill,https://assets.themuse.com/uploaded/companies/15000307/small_logo.png
Aramark,11972,"Philadelphia, PA",Food & Beverage,"{'name': 'Large Size', 'short_name': 'large'}",TBD,,,https://www.themuse.com/companies/aramark,https://www.themuse.com/search/jobs/c-aramark,https://assets.themuse.com/uploaded/companies/11972/small_logo.png?v=06502aac1ece74c461e99a8c0ba1b8a81672db69fb1b2afdacb61138251e3343
Yubico,11987,"Palo Alto, CA;Seattle, WA;Stockholm, Sweden",Technology,"{'name': 'Small Size', 'short_name': 'small'}",TBD,,,https://www.themuse.com/companies/yubico,https://www.themuse.com/search/jobs/c-yubico,https://assets.themuse.com/uploaded/companies/11987/small_logo.png?v=dbfb57623591a22f78b3d19511d07ed6068a852daeb0fce064658e21858fee5a
Ironwood Pharmaceuticals,11828,"Boston, MA",Biotechnology,"{'name': 'Medium Size', 'short_name': 'medium'}",Ironwood's goal is creating medicines that make a difference for people with gastrointestinal (GI) disease.,,,https://www.themuse.com/companies/ironwoodpharmaceuticals,https://www.themuse.com/search/jobs/c-ironwoodpharmaceuticals,https://assets.themuse.com/uploaded/companies/11828/small_logo.png?v=6186c34697870455b9955b8120da0d479994af9f0af91cbb753ce84089b5a263
Bluecore,11988,"New York, NY",Technology,"{'name': 'Small Size', 'short_name': 'small'}",TBD,,,https://www.themuse.com/companies/bluecore,https://www.themuse.com/search/jobs/c-bluecore,https://assets.themuse.com/uploaded/companies/11988/small_logo.png?v=ab2cad5810b7a046738734d4fe65f88976dafd22d46bc093d143b6809d9a465c
